Course Title,Rating,Level,Schedule,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Number of Review
Strategies for Assisted Living Communities during COVID-19,4.8,Beginner level,Flexible schedule,Develop comprehensive emergency preparedness plans related to COVID-19 practices and proceduresEmploy effective COVID-related infection prevention strategies and communication methods within your communityUnderstand effective testing strategies and the utility of contact tracing and cohorting within Assisted Living Community settingsIdentify methods for promoting staff and resident well-being during COVID-19,"infection prevention, Emergency Management, Wellbeing Promotion, Monitoring and Surveillence","COVID-19 Background & Assisted Living Special Risk, Infection Prevention, Testing, Contact Tracing, and Cohorting, Promoting Mental Health and Well-being, Health Department Partnerships & Vaccination Guidance, Final Assessment","Juliana Bilowich, Molly Nace, Morgan Katz, Robin Jump, Alice Bonner",Johns Hopkins University,Health,https://www.coursera.org/learn/strategies-assisted-living-covid19,10.0,264
The Psychology of Thrill Seekers,4.7,Beginner level,Flexible schedule,Not specified,Not specified,"What Is Thrill Seeking and Sensation Seeking?, The Psychology and Neuroscience of Sensation Seeking, The Habits and Hobbies of High Sensation Seekers, How High Sensation Seeking Impacts Relationships, Is High Sensation Seeking a Superpower or a Super Problem?",Kenneth Carter,Emory University,Health,https://www.coursera.org/learn/psychology-of-thrill-seekers,15.0,86
Psicología de la Percepción,4.9,Beginner level,Flexible schedule,"Diferenciar los conceptos de sensación y percepción e identificar las principales tareas o técnicas que se usan para estudiar estos fenómenos.Caracterizar el proceso perceptivo tomando como ejemplo la anatomía y función de la visión.Desarrollar la capacidad de reflexión y análisis de los fenómenos sensoperceptivos, partiendo de ejemplos y demostraciones científicas concretas.","Sensación, Percepción, psicología, Neurociencia, Fenómenos sensoperceptivos","¿Una “ventana” a la realidad?, El caso de la percepción visual, Percepción y cognición",Gastón Saux,Universidad de Palermo,Health,https://www.coursera.org/learn/psicologia-de-la-percepcion,17.0,135
Public Involvement in Research,4.5,Beginner level,Flexible schedule,Not specified,"patient, Health Research","Differentiating Public Involvement and Co-production in Health Research , Role of Public Involvement and Co-production Throughout the Research Cycle, What Is the Role of Public Involvement and Co-production Throughout the Stages of the Research Cycle? (Covering Stage 4 (Undertaking and Analysing), Stage 5 (Disseminating) and Stage 6 (Implementing)), How can you evaluate public involvement and co-production in health research (stage 7 of the research cycle)?","Helen Ward , Maria Piggin",Imperial College London,Health,https://www.coursera.org/learn/public-involvement-in-research,17.0,11
Translating Basic Research into Research for Humans ,4.5,Beginner level,Flexible schedule,"Identify key differences between basic science research and clinical researchUnderstand innovations in basic science discovery that lead to new methods of diagnosis, treatment, and preventionExplore potential career paths for basic science researchers","healthcare, Research, Clinical Trials, Translational science","Week 1, Week 2, Week 3",Vicki Ellingrod,University of Michigan,Health,https://www.coursera.org/learn/translating-research-for-humans,4.0,10
Service Transformed: Lessons in U.S. Veteran Centered Care,4.3,Intermediate level,Flexible schedule,Understand the origins of Academic Medical Centers and Veterans Administration affiliations.Recognize and manage the influence of bias and stereotypes in patient-provider interactions.,"healthcare, Patient Care, Disparities, Cultural Consciousness, Veteran","Unit 1, Unit 2, Unit 3, Unit 4, Unit 5, Unit 6, Unit 7","Paula Ross, Ph.D., Monica Lypson, M.D., M.H.P.E.",University of Michigan,Health,https://www.coursera.org/learn/va-health-care,25.0,16
COVID-19 - A clinical update,4.7,Intermediate level,Flexible schedule,"Understand how this coronavirus invades respiratory epithelial cells, grows in the nasal passages and spreads to alveoli to cause hypoxia.Describe  what makes this coronavirus so infectious, how it has spread quickly throughout the world and how best to stop its spread. Recognize the clinical symptoms of COVID-19 disease and be able to diagnose this diseaseList the recommended treatments for COVD-19, as well as the treatments under investigation",Not specified,"How SARS-CoV-2 Causes Disease in Humans and Spread Around the World, COVID-19 Symptoms and Signs, Diagnosis, and Treatment , Preventing the Spread of SARS-CoV-2, Advanced Management of COVID-19 for Health Professionals (optional)","Frederick S. Southwick, MD",University of Florida,Health,https://www.coursera.org/learn/covid19clinicalupdate,12.0,337
Hacking COVID-19 — Course 1: Identifying a Deadly Pathogen,4.5,Beginner level,Flexible schedule,Not specified,"Bioinformatics, viral genome assembly","Week 1, Week 2","Mikhail Rayko, Niema Moshiri, Sabeel Mansuri, Pavel  Pevzner, Vikram Sirupurapu",University of California San Diego,Health,https://www.coursera.org/learn/covid-19-genome-assembly,6.0,43
Easing Physical Symptoms: It's Not Just Hospice Anymore,4.9,Beginner level,Flexible schedule,Not specified,Not specified,"Introduction to Common Symptoms and Anorexia, Dyspnea, Weakness and Fatigue, Cognitive Impairment, Nausea, Vomiting, and Constipation (NVC)","Kelly Arora, Amos Bailey, Maurice Scott, Nancy Robertson, Regina Fink",University of Colorado System,Health,https://www.coursera.org/learn/easing-physical-symptoms,14.0,82
Dynamical Modeling Methods for Systems Biology,4.7,Not specified,Flexible schedule,Not specified,Not specified,"Introduction | Computing with MATLAB, Introduction to Dynamical Systems, Bistability in Biochemical Signaling Models, Computational Modeling of the Cell Cycle, Modeling Electrical Signaling, Modeling with Partial Differential Equations, Stochastic Modeling","Eric Sobie, PhD",Icahn School of Medicine at Mount Sinai,Health,https://www.coursera.org/learn/dynamical-modeling,18.0,214
生命安全与救援Life Safety and Rescue,4.3,Not specified,Flexible schedule,Not specified,Not specified,"健康自我评估, 运动中的自我保护, 野外活动的物质保障, 野外生存技能, 野外保护技能, 野外危险预测与防范, 伤病现场处理, 意外事件处理",姚武,Shanghai Jiao Tong University,Health,https://www.coursera.org/learn/sheng-ming-an-quan-ji-jiu,22.0,35
"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",4.8,Beginner level,Flexible schedule,"Explain the factors that contributed to the current opioid crisis. Understand the pathophysiology of pain and its treatment, including what opioids are and how they work.Understand strategies to reduce unintended use and misuse, like prescribing guidelines, surveillance, safe disposal, and intervention messaging.  Identify what strategies and tools you can employ to impact the safe use of opioids across clinical care settings and with a variety of populations.","healthcare, Opioid crisis","Module 1: Epidemiology of the Opioid Crisis, Module 2: Understanding Pain, Module 3: Prevention of Misuse and Abuse, Module 4: Working with Patients and the Public, Module 5: Addiction Treatment and Recovery, Module 6: Public Policy","John Ayanian, Karen Farris, PhD, MPA",University of Michigan,Health,https://www.coursera.org/learn/opioid,18.0,49
Black Agricultural Solutions to Food Apartheid: A Teach-Out,4.6,Beginner level,Flexible schedule,Not specified,"Agroecology, Gardening for beginners","Land is at the Center, A Brief History of Structural Racism Experienced by Black Farmers, Community Gardening in Philadelphia: Past and Present, Threatened Gardens and Advocacy Efforts, Stewarding from Spirit, Overcoming Barriers to Growing in a City ","Ashley B. Gripper, PhD, MPH, Shannon Frattaroli, PhD, MPH",Johns Hopkins University,Health,https://www.coursera.org/learn/black-agricultural-solutions,5.0,13
PrEParing: PrEP for Providers and Patients,4.7,Beginner level,Flexible schedule,Not specified,Not specified,"Module 1, Module 2, Module 3, Module 4 , Module 5, Module 6","Dr. Jason Farley, PhD, MPH, CRNP",Johns Hopkins University,Health,https://www.coursera.org/learn/prep,15.0,147
Nursing Informatics(护理信息学),0.0,Intermediate level,Flexible schedule,Not specified,Not specified,"Chapter 1 - Introduction of Nursing Informatics from International Perspective, Chapter 2 - Nursing  Informatics education home and abroad, Chapter 3 - Nursing Information System and Clinical Decision Support System, Chapter 4 - Mobile Nursing and Telenursing, Chapter 5 - Fundermental knowledge and Visual Displacy Design in Nursing Informatics, Chapter 6 - The Future of Nursing Informatics",Xue Wu ,Peking University,Health,https://www.coursera.org/learn/nursing-informatics,7.0,0
 一堂課讓你認識肺癌（Basic Concepts of Lung Cancer: Diagnosis and Treatment）,4.9,Beginner level,Flexible schedule,Not specified,Not specified,"肺癌防治篩檢的機會與挑戰, 認識肺癌的分期與治療, 學生訪談：肺癌迷思Ｑ＆Ａ, 肺癌防治的趨勢與展望",陳晉興,National Taiwan University,Health,https://www.coursera.org/learn/lung-cancer,12.0,71
Better Writing,0.0,Beginner level,Flexible schedule,"Apply essential elements of the writing process to create an impactful and error-free written document that effectively communicates to the audience.Employ writing tools, organizing strategies, and source discovery and integration techniques to simplify and improve the drafting process.Utilize revising, editing, and polishing techniques to enhance a first draft, and adopt practices to stay motivated and avoid writer's block.","researching, drafting, avoiding_biased_language, Revising, incorporating_sources","Learn With PsycLearn Essentials, Module 1: The Writing Process, Module 2: Researching, Module 3: Drafting, Module 4: Mechanics of Writing, Module 5: Revising and Finishing, Module 6: Course Summary, Module 7: Cumulative Quiz, Module 8: Course Resources, PsycLearn Essentials APA Student Resources",Danielle  Masursky,American Psychological Association,Health,https://www.coursera.org/learn/better-writing,33.0,0
The Big Stuff: Evolution and Ecology,4.6,Beginner level,Flexible schedule,Explain why biodiversity is important and how evolution works to generate biodiversity. Explain the basic principles of ecology and discuss how we fit into an ecological system.Apply knowledge of ecology to current conservation issues in today’s society. Identify costs/benefits to each conservation strategy.,Not specified,"The ""E"" Word, The Diversity of Life, The Interconnectedness of Life , Questions of Conservation: Finding Balance ",Melanie Peffer,University of Colorado Boulder,Health,https://www.coursera.org/learn/the-big-stuff-evolution-and-ecology,10.0,32
当代应用心理学,4.6,Not specified,Flexible schedule,Not specified,Not specified,"第一章 心理学原理概述, 第二章 人因心理学原理简介及实例探讨,  第三章 消费者心理学原理简介及实例探讨, 第四章 组织及领导心理学原理简介及实例探讨, 第五章 性格心理学原理简介及实例探讨, 第六章 法律与犯罪心理学原理简介及实例探讨,  第七章 身心健康与适应心理原理简介及实例探讨, 第八章 心理测验与个别特质差异的原理简介及实例探讨, 第九章 人际与职场心理的原理简介及实例探讨",刘威德 Wei-Te Liu,"Shanghai Jiao Tong University, 云林科技大学 (Yunlin University of Science and Technology)",Health,https://www.coursera.org/learn/dangdai-yingyong-xinli-xue,28.0,78
Evaluación del Aprendizaje en Escenarios Clínicos,4.8,Intermediate level,Flexible schedule,Not specified,"Evaluación, Observación, Comparación, Síntesis, Análisis","Tema 1. Educación médica y evaluación, Tema 2. Evaluación de la competencia clínica centrada en el paciente, Tema 3. Calidad de la Evaluación en escenarios clínicos, Tema 4. El papel de la realimentación en la evaluación clínica","Mildred López, Ramón Ignacio Esperón Hernandez, Gabriela Bautista Rodríguez, Irma Elisa Eraña-Rojas, Jorge E. Valdez García, Adrián Martínez González, Juan Pablo Nigenda Alvarez, Carlos Gutiérrez-Cirlos Madrid, Luis Fernando Kieffer Escobar, Melchor Sánchez Mendiola, César Alberto Lucio Ramírez, Elena Ríos Barrientos, Ismael David Piedra Noriega, Silvia Lizett Olivares Olivares",Tecnológico de Monterrey,Health,https://www.coursera.org/learn/evaluacion-aprendizaje-escenarios-clinicos,43.0,139
Calidad en la atención clínica,0.0,Beginner level,Flexible schedule,Not specified,"Trabajo en Equipo, Mejora continua, Liderazgo, satisfacción del cliente, Calidad en el servicio","Calidad en el servicio, Importancia de la atención interprofesional, Desarrollo Profesional Continuo, Escenarios y Ambientes educativos","Efrain Navarro Olivos, Lydia Estela Zerón Gutiérrez, Karla Patricia Pacheco Alvarado, Yéssica Mireles Zavala, Silvia Lizett Olivares Olivares",Tecnológico de Monterrey,Health,https://www.coursera.org/learn/calidad-en-la-atn-clnica,22.0,0
Better Learning,0.0,Beginner level,Flexible schedule,"Identify the shortcomings of your current study habits to improve the way you use notes, highlighting, flashcards, and other classic study tools.Learn to use scientifically validated learning techniques to improve your studying and increase your retention.Create effective plans to overcome procrastination","Metacognition, Understanding Memory, Defeating Procrastination, Learning Strategies, Improving Learning","Learn With PsycLearn Essentials, Module 1: Why You Need This Course, Module 2: The Ins and Outs of Memory, Module 3: Elaboration, Module 4: Focused Learning, Module 5: Spaced Learning, Module 6: Retrieval Practice, Module 7: How to Be a Better Learner, Module 8: Course Summary, Module 9: Cumulative Quiz, Module 10: Course Resources, PsycLearn Essentials APA Student Resources",Kyle Smith,American Psychological Association,Health,https://www.coursera.org/learn/better-learning,16.0,0
Science Matters: Let's Talk About COVID-19,4.2,Beginner level,Flexible schedule,"To be aware of the scale of the emerging outbreak and know how to track trends using reliable sources of informationTo recognise the key scientific underpinnings of evidence-based outbreak control methodsTo recognise the importance of community involvement, multidisciplinary working and global cooperation in outbreak responseAbout how infectious disease modelling informs strategic and operational response at the local, national, and international level.",Not specified,"""Introduction to Science Matters: Lets talk about COVID-19"", COVID-19 Situation Reports: Updates on the Ongoing State of the Epidemic, How to Forecast an Epidemic: Epidemiology and Infectious Disease Modelling, Health Systems and Economic Impacts, Community Engagement and Response, The Virology of COVID-19, The Clinical Presentations of COVID-19, Summary Module","Oliver Geffen Obregon, Helen Ward , Katharina Hauck","Imperial College London, Abdul Latif Jameel Institute for Disease and Emergency Analytics (J-IDEA)",Health,https://www.coursera.org/learn/covid-19,17.0,209
Palliative Care Capstone Projects,4.8,Beginner level,Flexible schedule,Not specified,Not specified,"Nature of Suffering Capstone Project, SNAP and Self-Awareness Capstone Project, Easing Pain Capstone Project, Easing Physical Symptoms Capstone Project, Advance Care Planning Capstone Project","Kelly Arora, Amos Bailey, Maurice Scott, Nancy Robertson, Regina Fink",University of Colorado System,Health,https://www.coursera.org/learn/palliative-care-capstone-project,23.0,29
生物信息学: 导论与方法,4.8,Not specified,Flexible schedule,Not specified,Not specified,"导论与历史, 序列比对, 序列数据库搜索, 马尔可夫模型, 新一代测序NGS：重测序的回帖和变异鉴定, 变异的功能预测, 期中考试, 新一代测序NGS：转录组分析RNA-Seq, 非编码RNA的预测及分析, 本体论、分子通路鉴定, 生物信息数据库及软件资源, 研究案例 I -- 新基因起源, 研究案例II- DNA甲基化酶的演化功能分析, 期末考试","Ge Gao 高歌, Ph.D., Liping Wei 魏丽萍, Ph.D.",Peking University,Health,https://www.coursera.org/learn/sheng-wu-xin-xi-xue,25.0,185
Methods and Statistics in Social Science - Final Research Project,4.4,Beginner level,Flexible schedule,Not specified,Not specified,"About the Final Research Project, Preparing for Milestone 1 - Research topic, Milestone 1 - General hypothesis and design, Milestone 2 - Design, operationalizations and expectations, Milestone 3 - Measurement and manipulation material, Milestone 4 - Data collection, methods documentation and  analysis plan, Milestone 5 - Statistical analysis, Milestone 6 - Report, Putting it all together (catch-up week), Reflection (catch-up week)",Annemarie Zand Scholten,University of Amsterdam,Health,https://www.coursera.org/learn/social-science-capstone,13.0,60
Building on the SIR Model,4.6,Intermediate level,Flexible schedule,"Distinguish between stochastic and deterministic models, explain when either are appropriate, and perform simple simulations of a stochastic modelIdentify where it is important to incorporate population structure in a model and design and simulate a transmission model capturing such structure Evaluate the assumptions behind the Ross MacDonald model, and code such a model using R to simulate the dynamics of a vector-borne disease Critically evaluate a modelling study and communicate its strengths and weaknesses to a scientifically literate audience ","Mathematical Model, R Programming, Infectious Diseases","Building on the SIR Model: Stochasticity, Building on the SIR model: Heterogeneity, Building on the SIR model: Vector-borne Diseases , Assignment: Modelling Study Critique",Nimalan Arinaminpathy,Imperial College London,Health,https://www.coursera.org/learn/building-on-the-sir-model,20.0,21
Predictive Modeling and Transforming Clinical Practice,0.0,Intermediate level,Flexible schedule,Not specified,Not specified,"Introduction: Clinical Prediction Models, Tools: Ensuring Model Usability, Techniques: Model Implementation and Sustainability, Techniques: Data Selection, Model Building, and Evaluation, Practical Application: Developing a Clinical Prediction Model","Laura K. Wiley, PhD",University of Colorado System,Health,https://www.coursera.org/learn/clinical-predictive-modeling,11.0,0
口腔种植学 （Implant Dentistry）,4.9,Intermediate level,Flexible schedule,Not specified,Not specified,"种植牙，生物学基础，技术工艺\t \t \t \t \t \t \t \t \t \t \t \t \t \t \t, 种植牙和患者, 种植牙手术, 种植牙的修复, 种植牙的术后、未来的发展",Nikos Mattheos,The University of Hong Kong,Health,https://www.coursera.org/learn/implant-dentistry-chinese,25.0,55
 Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,4.8,Intermediate level,Flexible schedule,Not specified,Not specified,"Introduction, Stroke and treatment options, THE STROKE CODE, THE RACE SCALE","Frances Xavier Jiménez Fabregas, Natalia Perez de la Ossa, Montse Gorchs Molist",Universitat de Barcelona,Health,https://www.coursera.org/learn/acute-stroke-race-scale,12.0,106
Translating Research to Communities ,0.0,Beginner level,Flexible schedule,"Understand concepts of population health research and the ethical use of data science to drive advances in human health.Understand the importance of involving communities in research.Explore models of community inclusion in conducting research and in sharing research findings, including contemporary public health examples.","healthcare, Research, Translational science","Week 1 , Week 2, Week 3",Vicki Ellingrod,University of Michigan,Health,https://www.coursera.org/learn/translating-research-to-communities,7.0,0
Cómo captar talento en la era de la digitalización,0.0,Beginner level,Flexible schedule,Not specified,Not specified,"Cómo captar talento en la era de la digitalización, Primeros pasos, Reclutamiento, Entrevista de selección, Onboarding","Irene Carracedo Gil, Míriam Diez Piñol, César Luis Fernandez Llano",Universitat Autònoma de Barcelona,Health,https://www.coursera.org/learn/captar-talento-en-la-era-de-la-digitalizacion,7.0,0
Integrated Analysis in Systems Biology,4.6,Not specified,Flexible schedule,Not specified,Not specified,"General Features of Systems Biology Studies, Issues of Reproducibility in Systems Biology, Introduction to Research Article 2, Introduction to Research Article 3","Susana Neves, PhD",Icahn School of Medicine at Mount Sinai,Health,https://www.coursera.org/learn/integrated-analysis,4.0,86
Opioid Epidemic: From Evidence to Impact ,4.7,Beginner level,Flexible schedule,"Identify data sources for information about the opioid epidemic in the United States and explain general trends in opioid overdose deaths.Identify ways that prescription drug monitoring programs (PDMPs) can be used to reduce the supply of prescription opioids Explain why pharmacy benefit managers are relevant to opioid epidemicExplain the role of prescribing guidelines, safe storage, treatment, reducing stigma, and product design in opioid epidemic","Pharmacology, Health Policy, Harm Reduction, Public Health","Introduction and Data, Prescription Drug Monitoring Programs (PDMPs), Clinical Guidelines, Pharmacy Benefit Managers, Engineering Strategies, Engaging Patients and the General Public, Treating Opioid Use Disorders, Naloxone, Harm Reduction, Stigma","Shannon Frattaroli, PhD, MPH",Johns Hopkins University,Health,https://www.coursera.org/learn/opioid-epidemic,7.0,47
Measuring and Modeling Impact in Evaluations,0.0,Intermediate level,Flexible schedule,Not specified,"Evaluation, Measurement","Introduction to Measuring and Modeling Impact , Measuring Mortality and Maternal Mortality, Measuring and Modelling Mortality in Children, Nutrition, Other Impact Measures, Modeling Impact, Topics In LiST","Talata Sawadogo-Lewis, Neff Walker",Johns Hopkins University,Health,https://www.coursera.org/learn/measuring-and-modeling-impact,14.0,0
Manejo de Crisis Epilépticas y Promoción de la Inclusión Social,4.9,Beginner level,Flexible schedule,Not specified,"crisis epilepsia, automanejo epilepsia, epilepsia niños jóvenes y adultos, autocuidado epilepsia, inclusion epilepsia","Módulo 1: Crisis epiléptica y ¿Qué es la epilepsia?, Módulo 2: ¿Cómo es el tratamiento de la epilepsia? Epilepsias en la adultez, Módulo 3: Epilepsias en la niñez y adolescencia; y apoyo en el entorno escolar , Módulo 4: Promover un entorno inclusivo en Epilepsia","Claudia Bustamante Troncoso, Claudia Alcayaga Rojas",Pontificia Universidad Católica de Chile,Health,https://www.coursera.org/learn/manejopromocion,14.0,89
 Manejo del enfermo semicrítico y crítico por COVID-19,4.8,Advanced level,Flexible schedule,Not specified,Not specified,"¡Bienvenido/a! Programa formativo en el manejo del paciente semicrítico y crítico por COVID-19, Unidad 01-¿Qué es la COVID-19 ?, Unidad 02 - ¿Cómo me protejo?, Unidad 03- ¿Cómo se diagnostica?, Unidad 04- Abordaje de la vía aérea, Unidad 05- Sedación y analgesia, Unidad 06- Medidas de soporte respiratorio, Unidad 07-Ventilación mecánica invasiva, Unidad 08- Abordaje de la hipoxemia refractaria, Unidad 09- Tratamiento farmacológico , Unidad 10- Complicaciones extrapulmonares, Unidad 11- Cuidados de enfermería, Unidad 12- Herramientas de comunicación, Unidad 13- Funciones ampliadas de UCI, Unidad 14- Consideraciones éticas","Josep Maria Nicolás Arfelis, Esther León Castelao",Universitat de Barcelona,Health,https://www.coursera.org/learn/covid-19-esp,37.0,194
Helping Families Avoid Negative Court Involvement Teach-Out,0.0,Beginner level,Flexible schedule,Not specified,"Communication, Law, safety","What is Preventative Law?, Thinking Preventatively, Applying Preventative Law to Family Law: Anticipatory Planning","Shannon Frattaroli, PhD, MPH, Chlece Walker-Neal-Murray, JD, MSW, MS",Johns Hopkins University,Health,https://www.coursera.org/learn/preventative-law-avoiding-negative-court-involvement,3.0,0
Molecular Tumor Board 2021-22 ,0.0,Intermediate level,Flexible schedule,Not specified,Not specified,"Thoracic Tumor - Somatic and germinal, both are deletions by Dr. Lucio Ghiglione, Learning from failures by Dr. Helena Oliveres, Selecting patients for PARPis in Ovarian Cancer: ¿How can we best indentify them? by Dr. Lydia Gaba, Intrinsic Subtypes and Therapeutic Decision-Making in HR+HER2-negative Metastatic Breast Cancer by Dr. Francesco Schettini, DNA repair and clinical evolutiol of metastatic prostate cancer by Dr. Caterina Aversa, Change in phenotype and somatic BRCA1 mutation in a patient with advanced breast cancer by Dr. Barbara Adamo, Done right, went wrong by Dr. Victor Albarran, Can be guided treatment strategy without somatic molecular profile? by Dr. Juan Carlos Laguna, Precision medicine in non-melanoma skin cancer by Dr. Elia Segui, Unexpected response in a rare tumor by Dr. David Pesantez, Mejorando la supervivencia en cáncer de mama mestatásico by Dr. Maria Vidal, Beyond BRCA1 and 2 in ovarian cancer by Dr. Adela Rodríguez, ""Not everything is what it seems to be”... The correct interpretation of tumor molecular studies and the importance of a multidisciplinar approach Dr. Belen Pastor, Never too late to think twice by Dr. Marta García de Herreros, Do we have predictive biomarkers in urothelial carcinoma (UC) beyond FGFR alterations? by Dr. Oscar Reig, Agnostic Biomarker in solid tumors by Dr. Laura Angelats, What acral melanoma hides by Dr. Roberto Martín, Molecular Family by Dr. Roxana Reyes,  Is there any rol for precision medicine in rare pacreatic cancer? by Dr. Francis Espósito, Beyond the classical EGFR resistance mechanisms by Teresa Gorria, Breast cancer: Beyond intrinsic subtypes by Raquel Gómez, Intrahepatic cholangiocarcinoma: beyond chemotherapy by Dr. Iván Victoria, Exploiting genomics in serous endometrial cancer by Lydia Gaba, Beyond classical BRAF mutations in melanoma by Dr. Marta García de Herreros, Can we talk about Precision Immuno-Oncology in HR+ HER2- Breast Cancer? by Elia Seguí, Brain tumor by Estela Pineda","Dra. Laura Mezquita Perez, Eva Paradell Salinas, Dr. Aleix Prat Aparicio",Universitat de Barcelona,Health,https://www.coursera.org/learn/molecular-tumor-board,35.0,0
Strategies for Senior Housing Communities during COVID-19,4.8,Beginner level,Flexible schedule,"Develop emergency preparedness plans related to COVID-19 policies, practices and proceduresEmploy effective COVID-related infection prevention strategies and communication methodsUnderstand regulations around managing occupancy, community access, and behaviorIdentify methods for promoting staff and resident well-being during COVID-19","infection prevention, Emergency Management, Housing Operations, Well-being Promotion","COVID-19 Background and Senior Housing Challenges, Infection Prevention, Senior Housing Operations, Promoting Mental Health and Well-being, Health Department Partnerships & Vaccination Guidance, Final Assessment","Morgan Katz, Juliana Bilowich, Molly Nace, Alice Bonner",Johns Hopkins University,Health,https://www.coursera.org/learn/strategies-senior-housing-covid19,10.0,150
Specialty Topics: Biology Across Disciplines,4.5,Beginner level,Flexible schedule,"Describe how biology as a field interfaces with other fields, in particular the arts, business and psychology. Explain how we use evidence to make decisions and why this is important to consider when promoting science literacy.",Not specified,"The Arts and Biology, The Business of Biology , Tiny Humans: An Exposé at the Intersection of Psychology and Biology, Making Decisions Using Biological Evidence, Biology, Psychology, and Education ",Melanie Peffer,University of Colorado Boulder,Health,https://www.coursera.org/learn/specialty-topics-biology-across-disciplines,12.0,12
Family Spirit Nurture,0.0,Beginner level,Flexible schedule,How to have meaningful discussions with families to positively impact healthy infant feeding and growth.The importance of sugar moderation in the first year of life and beyond.,"Responsive Feeding for Infants, Motivational Interviewing for nutrition, Basic nutrition knowledge, Breastfeeding promotion, Connecting to Indigenous foods and Native foodways","Promoting Healthy Nutrition for Infants and Families, Brief Nutrition Basics, Infant Nutrition, I Am Me! Baby Personalities","Sarah Vanegas, MS, Leonela Nelson, MPH, Lisa Jim",Johns Hopkins University,Health,https://www.coursera.org/learn/family-spirit-nurture,6.0,0
Sensory Science: Measuring the Senses,0.0,Beginner level,Flexible schedule,Not specified,Not specified,"The Senses and the Brain, Scaling, Measurements, Discrimination Theory and Testing Methods",Rebecca Bleibaum,"University of California, Davis",Health,https://www.coursera.org/learn/sensory-science-measuring-the-senses,11.0,0
Nursing Research: Principles and Methods(护理研究：基本原理与方法),0.0,Intermediate level,Flexible schedule,Not specified,Not specified,"Chapter 1 Research Question Identification, Chapter 2 Literature Search and Review, Chapter 3 Research Protocol Design, Chapter 4 Participant Selection, Chapter 5 Data Collection, Chapter 6 Research Proposal and Ethics Review, Chapter 7 Manuscript Writing and Submission, Chapter 8 Progress in Nursing Research Methods, peer review","王志稳, 于明明, Weijiao Zhou, Wu Junhui, Shuyu Han",Peking University,Health,https://www.coursera.org/learn/nursing-research-principles-and-methods,9.0,0
Las organizaciones en el siglo XXI y su relevancia social,0.0,Beginner level,Flexible schedule,Not specified,Not specified,"Las organizaciones en el siglo XXI y su relevancia social, Definición y análisis del fenómeno organizacional y presentación de las relaciones de poder como primer elemento analítico, Relaciones de poder y dimensión política en las organizaciones, Ética y conflicto en las organizaciones, ¿Qué son los lívings labs?",Francisco Javier Tirado Serrano,Universitat Autònoma de Barcelona,Health,https://www.coursera.org/learn/las-organizaciones-en-el-siglo-xxi-y-su-relevancia-social,8.0,0
Competencias clave para profesionales de Recursos Humanos,0.0,Beginner level,Flexible schedule,Not specified,Not specified,"Competencias clave para profesionales de Recursos Humanos, Resiliencia, Liderazgo, Futuro del trabajo, Trabajo remoto","Irene Carracedo Gil, Rafa Díaz Cortinas, Míriam Diez Piñol, César Luis Fernandez Llano",Universitat Autònoma de Barcelona,Health,https://www.coursera.org/learn/competencias-clave-profesionales-recursos-humanos,9.0,0
Bioinformatics Capstone: Big Data in Biology,3.8,Intermediate level,Flexible schedule,Not specified,Not specified,"Assembly and Annotation of the SARS-CoV-2 Genome, Variant Detection and Classification of SARS-CoV-2, SARS-CoV-2 Spike Protein Structure Analysis","Phillip Compeau, Pavel  Pevzner",University of California San Diego,Health,https://www.coursera.org/learn/bioinformatics-project,12.0,24
Competencias en Telesalud para el profesional de la salud,4.3,Beginner level,Flexible schedule,Not specified,"Observación, Trabajo en Equipo, diagnóstico, Liderazgo, Análisis","Tema 1. Habilidades blandas y competencias para comunicación en entornos virtuales y a distancia, Tema 2. El trabajo interdisciplinario en la atención clínica, Tema 3. Tecnología como facilitador de la teleatención, Tema 4. Integración del personal en formación en la atención por telesalud","Mildred López, Belinda del C Carrión Chavarría, Jorge E. Valdez García, Irma Elisa Eraña-Rojas",Tecnológico de Monterrey,Health,https://www.coursera.org/learn/competencias-en-telesalud-para-el-profesional-de-la-salud,27.0,18
Intro to Managing Ethics in the Workplace & Marketplace,0.0,Beginner level,Flexible schedule," Evaluate situations, issues, or questions making judgements on what constitutes an ethical problem Assign ethical problems into categories that allow one to approach the problem using standard tools and techniques Use ethics to help set business and management priorities in healthcare","Critical Thinking, Decision-Making, analysis, Ethics, Ethics in Healthcare","Module 1 — The Foundation of Ethics, Module 2 — The Triad of Vision, Mission, and Strategy, Module 3 — Conflicting Interests, Module 4 — Ethics and Patient Safety",Teodoro (Teo) Forcht Dagi,Northeastern University ,Health,https://www.coursera.org/learn/intro-to-managing-ethics-in-the-workplace-and-marketplace,15.0,0
